Supplier Name,Match1,Score1,Match2,Score2,Match3,Score3,Match4,Score4,Match5,Score5
Service Plus,ORIENTAL REVIEW,44,Peace To Luhansk Region,40,USC,40,Sberbank of Russia,40,Sberbank Public Sberbank,39
Orange Date,Concern Almaz Antey,47,VO TPE,47,Free Donbas,45,Free Donbass,43,Chernomorneftegaz,43
RSM Auto,Smert Battalion,52,Somali Battalion,50,ROSNEFT AERO,50,Bank of Russia,45,Mostotrest,44
Profiotel,Rostec,53,Integral,47,Dobrolyot,44,Sobol,43,Mostotrest,42
Chop Befiz,Chernomorneftegaz,44,Oplot Battalion,40,VO TPE,38,VO Technopromexport,34,Dobrolet,33
Intradees,Integral,59,ORIENTAL REVIEW,50,Almaz Antey Defense,43,Mostotrest,42,Prizrak Brigade,42
GETMOLIDS,GEOPOLITICA,50,People s Union,35,Battalion Gvardeysky,34,Death Battalion,33,Smert Battalion,33
Ten Vladimir Aleksandrovich,Mir Luganschine,43,Internet Research Agency,43,Azovsky likerovodochny zavod,40,Movement Novorossiya of Igor Strelkov,38,Movement Novorossiya of Ignor Strelkov,37
Izmailovo Premium,O VO TPE,48,ORIENTAL REVIEW,44,VO TPE,43,Prizrak Brigade,38,Prizrak Battalion Ghost Brigade,38
ELKOM,Vneshekonombank,40,Sovkombank,40,VO TPE,36,Bulwark,33,Genbank,33
SERVIS TRADE,Prizrak Brigade,52,VO TPE,44,Free Donbass,42,IS Bank,42,Tactical Missiles,41
EKODAR SPB,Donetskaya Narodnaya Respublika,44,United Shipbuilding,41,Donetsk Republic,38,Free Donbas,38,Free Donbass,36
Ay Pi Em Group,Stroygazmontazh Corporation SGM Group,47,Army of the Southeast,46,Army of the South East,44,The Great Don Army,44,Bank of Russia,43
Realdent,Almaz Antey,42,ROSNEFT AERO,40,The Great Don Army,38,Dobrolet,38,Resort Nizhnyaya Oreanda,38
Hajiyev Elbrus Shamarddan oglu,Zaliv Shipyard,41,Federal State of Novorossiya,38,So called Lugansk Guard,38,Sberbank of Russia,38,ZELENODOLSK SHYARD,38
DS LOGISTIC,Rostec,47,GEOPOLITICA,45,Donetsk Republic,44,Otkritie,42,Donbas People s Militia,41
North West Regional,The Great Don Army,49,Peace To Luhansk Region,48,ORIENTAL REVIEW,47,Integral,44,NEW EASTERN OUTLK,44
NP GROUP,Bank Rossiya,40,NEW EASTERN OUTLK,40,ROSNEFT AERO,40,O VO TPE,38,Narodny Soyuz,38
AMT reviews salary,ORIENTAL REVIEW,48,State enterprise Universal Avia,45,Zarya Battalion,42,558 Aircraft Repair Plant,42,Somali Battalion,41
CenterSEVERGAZ,Chernomorneftegaz,52,State enterprise Universal Avia,49,ORIENTAL REVIEW,48,Feodosia Enterprise of oil,45,Integral,45
VAGER PREMIUM,VO TPE,42,VEB RF,42,O VO TPE,38,Promsvyazbank,38,Feodosia Enterprise of oil,36
AL SERVIS,Smert Battalion,50,IS Bank,50,ORIENTAL REVIEW,50,Industrial Savings Bank,44,Zaliv Shipyard,43
VIS,IS Bank,40,VTB,33.333333333333336,USC,33,CB IS Bank,31,RDIF,29
DUKATOR,UAC,40,Death Battalion,36,Smert Battalion,36,Zarya Battalion,36,Mostotrest,35
Leggur,Integral,43,So called Lugansk Guard,41,So called Luhansk Guard,34,VEB RF,33,Bulwark,31
Avtoexpert Inform,VO Technopromexport,50,O VO Technopromexport,47,VO TPE,43,O VO TPE,40,Resort Nizhnyaya Oreanda,39
Vasilyeva Ekaterina Vladimirovna,Federal United Enterprise Crimea Railway,39,Feodosia Enterprise of oil,38,Cossack National Guard,37,Donetskaya Narodnaya Respublika,35,Luganskiy Ekonomicheskiy Soyuz,35
Union Resurrection Trade and Industry,Gas Industry Insurance Company SOGAZ,52,Industrialny Sberegatelny Bank,48,Industrial Savings Bank,47,Crimean Republican Enterprise Azov Distillery Plant,45,International Union of Public Associations Great Don Army,43
Pizetsky Pizetsky Vladimir Konstantinovich,Luganskiy Ekonomicheskiy Soyuz,44,Azovsky likerovodochny zavod,37,State Unitary Enterprise of the Republic of Crimea National Institute of Wine Magarach,34,First Crimean Insurance,34,Gosudarstvenoye predpriyatiye Agrofirma Magarach nacionalnogo instituta vinograda i vina Magarach,33
OMKTS,Otkritie,46,Mostotrest,40,SOVCOMBANK,40,Sovkombank,40,VO TPE,36
A Egensy,ZELENODOLSK SHYARD,46,Almaz Antey Defense,44,Free Donbas,42,Almaz Antey,42,Free Donbass,40
International Design Bureau,Industrial Savings Bank,56,Russian National Commercial Bank,54,Z Interavtomatika IA,51,International Union of Public Associations Great Don Army,50,Internet Research Agency,47
Elizarov Evgeny Anatolyevich,Azovsky likerovodochny zavod,39,Narodny Soyuz,39,Zarya Battalion,37,Almaz Antey,36,NEW EASTERN OUTLK,36
Marina Irina Sergeevna,Prizrak Brigade,43,Resort Nizhnyaya Oreanda,43,ORIENTAL REVIEW,43,Sparkling Wine Plant Novy Svet,42,Industrialny Sberegatelny Bank,42
Evrotek SPb,Rostec,47,VTB Bank Public,46,Donetsk Republic,44,Vostok Battalion,44,Mostotrest P,43
ROSA 1,Bank Rossiya,56,Rostec,50,Russia Bank,47,ROSNEFT AERO,44,Promsvyazbank,42
Independent Expertise and Oce Center,Crimean Republican Enterprise Azov Distillery Plant,46,State Enterprise Sevastopol Commercial Seaport,46,Feodosia Enterprise of oil,45,State enterprise Universal Avia,45,Federal United Enterprise Crimea Railway,45
BRANCH AVTOLIGA SOUG,So called Luhansk Guard,47,Death Battalion,46,Somali Battalion,44,Gas Industry Insurance Company SOGAZ,43,Narodny Soyuz,42
Security Business,Smert Battalion,50,Industrialny Sberegatelny Bank,47,Mir Luganschine,44,United Shipbuilding,44,Sparta Battalion,42
Treidins ru,The Great Don Army,48,Free Donbas,45,Free Donbass,43,Mostotrest P,43,Narodny Soyuz,42
Studio Plus,People s Union,56,Mostotrest P,43,Luhansk Economic Union,42,Mir Luganschine,38,Mostotrest,38
EKOM,Sovkombank,43,Vneshekonombank,42,VO TPE,40,Genbank,36,O VO TPE,33
Bystrov Tatyana Alekseevna,State Enterprise Sevastopol Commercial Seaport,42,Resort Nizhnyaya Oreanda,40,Sparta Battalion,38,Bank Rossiya,37,Black Sea Bank Development and Reconstruction,37
Matveev Sergey Sergeevich,Internet Research Agency,41,State Enterprise Sevastopol Commercial Seaport,37,Almaz Antey Defense,36,ORIENTAL REVIEW,35,Army of the South East,34
Polyansky Alexey Alexandrovich,Luganskiy Ekonomicheskiy Soyuz,50,Luhansk Economic Union,42,Azovsky likerovodochny zavod,41,So called Lugansk People s Republic,40,So called Luhansk Guard,38
SMK Ferdinand,Genbank,50,Sberbank,48,Sberbank of Russia,45,Azovsky likerovodochny zavod,44,Bank of Russia,44
Lenavtotekhnika,Interavtomatika,60,Z Interavtomatika IA,51,Z Interautomatica,44,Lenpromtransproyekt,41,Vostok Battalion,39
SEB,Sberbank,55,Sobol,50,Rostec,44,VEB RF,44,Genbank,40
PFM Accent,Almaz Antey,48,Mir Luganschine,40,NEW EASTERN OUTLK,37,Mostotrest P,36,First Crimean Insurance,36
NPK Kronos Inform,Bank Rossiya,48,Luhansk Economic Union,46,Vneshekonombank,44,Luganskiy Ekonomicheskiy Soyuz,43,The Great Don Army,40
Mobi Complex,Dobrolet,50,O VO TPE,50,Sobol,47,People s Union,46,VO Technopromexport,45
Hekek,Vneshekonombank,40,Genbank,33,Sberbank,31,Donetsk Republic,29,Sberbank Public Sberbank,28
NPK FPB,VTB Bank Public,45,Donetsk Republic,43,Genbank,43,Promsvyazbank,40,Sberbank,40
GK GEOPLA,GEOPOLITICA,60,Genbank,50,People s Union,43,Prizrak Brigade,42,Donetsk Republic,40
I ES SI,IS Bank,43,Bank Rossiya,42,Zaliv Shipyard,38,People s Union,38,Bank of Russia,38
Interlaken Rus,Integral,55,Sberbank of Russia,50,Interavtomatika,48,Russia Bank,48,Z Interavtomatika IA,47
PPS,People s Union,35,TPE,33.333333333333336,USC,33,Sobol,25,Promsvyazbank,25
ECC Independence,Internet Research Agency,45,Almaz Antey Defense,40,Russian Direct Investment Fund,39,First Crimean Insurance,36,Gas Industry Insurance Company SOGAZ,35
Live Site,Zaliv Shipyard,52,People s Union,43,United Shipbuilding,43,Smert Battalion,42,Mir Luganschine,42
Notary of the notarial district of St,Army of the Southeast,55,Army of the South East,54,State Enterprise Magarach of the National Institute of Wine,52,Federal State of Novorossiya,49,Separate Artillery Brigade of the 1st Army Corps,49
Rosenergo,ROSNEFT AERO,67,Rostec,53,Feodosia Enterprise of oil,40,Chernomorneftegaz,38,VO Technopromexport,36
Security Enterprise Codas,State enterprise Universal Avia,61,Feodosia Enterprise of oil,59,Federal United Enterprise Crimea Railway,55,State Enterprise Sevastopol Commercial Seaport,54,State Unitary Enterprise of the Republic of Crimea UNIVERSAL AVIA,49
Volkswagen Group Rus,VO Technopromexport,41,People s Union,41,Bank of Russia,41,O VO Technopromexport,39,Russia Bank,39
Trading House Master Skud,Stroygazmontazh Most SGM MOST,48,NEW EASTERN OUTLK,48,Russian Direct Investment Fund,44,First Crimean Insurance,42,People s Union,41
New Cable Networks,NEW EASTERN OUTLK,44.44444444444444,Russian National Commercial Bank,40,ROSNEFT AERO,40,Federal State of Novorossiya,39,So called Luhansk Guard,39
DTS Altufievo,Death Battalion,50,Donbas People s Militia,44,Almaz Antey Defense,44,Smert Battalion,43,Donbass People s Militia,43
Planap,UralVagonZavod,40,Oplot Battalion,38,Almaz Antey,35,Russia Bank,35,GEOPOLITICA,35
Meshchersky Igor Gennadevich,Aktsionernoe Obshchestvo Genbank,43,Cossack National Guard,40,Movement Novorossiya of Igor Strelkov,40,Movement Novorossiya of Ignor Strelkov,39,Resort Nizhnyaya Oreanda,38
Slobodyan Roman,Svobodny Donbass,58,Bank Rossiya,52,Narodny Soyuz,50,Lenpromtransproyekt,47,First Crimean Insurance,42
Lemdyaev Bogdan Andreevich,So called Lugansk Guard,41,Almaz Antey Defense,40,Donetskaya Narodnaya Respublika,39,So called Lugansk People s Republic,39,Black Sea Bank Development and Reconstruction,39
LT Center,Integral,59,Almaz Antey,50,NEW EASTERN OUTLK,46,Interavtomatika,42,Feodosia Enterprise of oil,40
Kryuchkova Maria Alekseevna,Zarya Battalion,38,Somali Battalion,37,Russia Bank,37,Tactical Missiles,36,Almaz Antey Defense,35
Mednov Sergey Nikolaevich,Industrialny Sberegatelny Bank,44,People s Union,41,State enterprise Universal Avia,39,Azovsky likerovodochny zavod,38,Federal State of Novorossiya,38
Energy Repair,Internet Research Agency,49,Donetsk Republic,48,ORIENTAL REVIEW,43,558 Aircraft Repair Plant,42,Donetskaya Narodnaya Respublika,41
Eco Service Line,Internet Research Agency,55,People s Union,47,Smert Battalion,45,GEOPOLITICA,44,Sparkling Wine Plant Novy Svet,43
Energok,Interavtomatika,45,Genbank,43,NEW EASTERN OUTLK,42,ROSNEFT AERO,42,Sberbank,40
Expert,TPE,44,VO Technopromexport,40,O VO Technopromexport,37,GEOPOLITICA,35,NEW EASTERN OUTLK,35
Romashin Vasily Aleksandrovich,Bank Rossiya,43,ROSNEFT AERO,43,Mir Luganschine,40,Somali Battalion,39,Azovsky likerovodochny zavod,38
Sprut,Mostotrest,40,Sparta Battalion,38,Rostec,36,NEW EASTERN OUTLK,36,Lenpromtransproyekt,33
ZChP 1,558 ARP,31,Zaliv Shipyard,30,O VO Technopromexport,30,O VO TPE,29,CB IS Bank,25
Jedip Auto,Death Battalion,40,Smert Battalion,40,Oplot Battalion,40,United Aircraft,40,Somali Battalion,38
MEDEXPRESS SERVICE,Free Donbass,40,Federal State of Novorossiya,39,First Crimean Insurance,39,Sberbank of Russia,39,Almaz Antey Defense,38
Egorova Daria Vladimirovna,ROSNEFT AERO,42,The Great Don Army,41,Prizrak Brigade,39,VAD Aktsionernoe Obshchestvo VAD,38,Luganskaya Narodnaya Respublika LNR,36
AVTO EM,VO TPE,62,Death Battalion,45,Smert Battalion,45,Interavtomatika,45,Somali Battalion,43
UK Glavkoptorg,Vostok Battalion,40,Mostotrest P,38,O VO TPE,36,Bank of Russia,36,UralVagonZavod,36
Audi Center Warszavka,State enterprise Universal Avia,50,Interavtomatika,50,Z Interavtomatika IA,49,Z Interautomatica,42,Integral,41
Hurmann Russia,Russia Bank,72,Bank of Russia,64,Bank Rossiya,62,Sberbank of Russia,62,Russian Direct Investment Fund,45
PNP SIGNUR,People s Union,50,First Crimean Insurance,42,Russia Bank,38,NEW EASTERN OUTLK,37,Bank Rossiya,36
TD Rival North West,Army of the South East,44,Otkritie,44,First Crimean Insurance,43,Movement Novorossiya of Ignor Strelkov,42,Almaz Antey Defense,42
PEK,TPE,67,VO TPE,44,Genbank,40,O VO TPE,36,Sberbank,36
Ultraplastik,Interavtomatika,52,Industrial Savings Bank,46,Z Interavtomatika IA,44,Bulwark,42,Z Interautomatica,41
KEKH ECOMMETS,VO Technopromexport,44,Lenpromtransproyekt,44,Donetsk Republic,41,O VO Technopromexport,41,Chernomorneftegaz,40
Bolnov Sergey Sergeevich,Sberbank Public Sberbank,42,Sparkling Wine Plant Novy Svet,41,ORIENTAL REVIEW,41,Industrialny Sberegatelny Bank,37,Smert Battalion,36
AVTEKSPERT,VO TPE,50,Smert Battalion,48,VO Technopromexport,48,TPE,46,Sparta Battalion,46
Lubricovka Technologies,O VO Technopromexport,50,VO Technopromexport,48,Foreign Economic Association Technopromexport,41,Kalmius Battalion,40,Donbas People s Militia,39
K S Buro,Bulwark,53,IS Bank,53,Sobol,46,People s Union,45,CB IS Bank,44
Alef Trade,Prizrak Brigade,48,Zaliv Shipyard,42,Bank of Russia,42,Lenpromtransproyekt,41,Death Battalion,40
Loki Digital,Bank Otkritie Financial,46,Oplot Battalion,44,ORIENTAL REVIEW,44,Somali Battalion,43,Vostok Battalion,43
EYCH AR SALYUSHNZ,Narodny Soyuz,53,Death Battalion,44,Army of the Southeast,42,Smert Battalion,38,Zarya Battalion,38
FIRM OSSAR MOSCOW BANK,Bank Rossiya,59,Bank of Russia,56,Russia Bank,55,Industrial Savings Bank,49,Bank Otkritie Financial,49
Separate division,Sparta Battalion,55,People s Union,52,Smert Battalion,50,The Great Don Army,46,Death Battalion,44
Eco Analytical Firm,GEOPOLITICA,47,Cossack National Guard,44,Tactical Missiles,44,Prizrak Battalion Ghost Battalion,42,Foreign Economic Association Technopromexport,41
Ellogistik,GEOPOLITICA,48,Otkritie,44,Interavtomatika,40,Vostok Battalion,38,Rostec,38
GEN STAR,Genbank,53,The Great Don Army,46,ZELENODOLSK SHYARD,46,Internet Research Agency,44,VEB RF,43
INVEST STANKO,IS Bank,60,VTB Bank,57,CB IS Bank,52,Industrial Savings Bank,50,Vostok Battalion,48
TTS Tultehnik Systems,Mostotrest Mostotrest,43,Tactical Missiles,42,Donetsk Republic,38,NEW EASTERN OUTLK,37,Peace To Luhansk Region,36
Kolliers International,Kalmius Battalion,51,Z Interautomatica,51,People s Union,50,Interavtomatika,49,Bank Otkritie Financial,49
STROYGRUP,Stroygazmontazh Corporation SGM Group,39,Mostotrest P,38,NEW EASTERN OUTLK,38,Sberbank of Russia,37,Narodny Soyuz,36
Halllow WORD,So called Luhansk Guard,40,So called Lugansk Guard,40,Zaliv Shipyard,38,Battalion Gvardeysky,38,UralVagonZavod,38
Media Boutique,Fedosia Oil Products Supply,44,Mir Luganschine,41,Prizrak Brigade,41,Army of the Southeast,40,Feodosia Enterprise of oil,40
Irkut BKT,IS Bank,50,VTB Bank,47,Smert Battalion,42,Prizrak Brigade,42,CB IS Bank,42
EKONFON,Vneshekonombank,55,ROSNEFT AERO,42,Svobodny Donbass,35,Sovkombank,35,Luhansk Economic Union,34
Amtel,Almaz Antey,50,TPE,50,Integral,46,Mostotrest,40,Donbas People s Militia,36
SK Palarm,Bulwark,50,Cossack National Guard,45,Battalion Gvardeysky,41,Donetsk Republic,40,Almaz Antey,40
Automatic Doors Tormax,Z Interautomatica,51,The Great Don Army,45,Z Interavtomatika IA,43,Interavtomatika,43,Federal State of Novorossiya,40
Khachaturian Anastasia Pavlovna,Peace To Luhansk Region,41,Industrial Savings Bank,41,Crimean Republican Enterprise Azov Distillery Plant,39,Luganskaya Narodnaya Respublika LNR,39,Oplot Battalion,39
Orenburg Auto Center,Concern Almaz Antey,46,Internet Research Agency,45,Almaz Antey Defense,41,558 Aircraft Repair Plant,40,ORIENTAL REVIEW,40
Pavlov A A,Oplot Battalion,48,O VO TPE,44,Zaliv Shipyard,42,UralVagonZavod,42,Z Interavtomatika IA,40
Confectionery Production,Fedosia Oil Products Supply,47,Research and Production Corporation UralVagonZavod,46,Stroygazmontazh Corporation SGM Group,43,Aktsionernoe Obshchestvo Genbank,43,Oplot Battalion,41
Rus Motors Trade,Mostotrest,54,Mostotrest Mostotrest,54,Mostotrest P,50,Stroygazmontazh Most SGM MOST,49,Sberbank of Russia,47
Elovenko Stepan Sergeevich,ORIENTAL REVIEW,44,Azovsky likerovodochny zavod,41,Peace To Luhansk Region,41,ZELENODOLSK SHYARD,41,Lenpromtransproyekt,40
ECOLODZHIS,GEOPOLITICA,38,ROSNEFT AERO,36,People s Union,33,Dobrolyot,32,Oplot Battalion,32
Garant Contract,Cossack National Guard,54,Interavtomatika,47,United Aircraft,47,The Great Don Army,42,So called Luhansk Guard,42
Tulprof,VO TPE,46,Bulwark,43,TPE,40,O VO TPE,40,Oplot Battalion,36
Alarm Motors,Mostotrest,55,Mostotrest P,50,Army of the Southeast,48,Mostotrest Mostotrest,48,Army of the South East,47
FGBU Central UGMS,So called Lugansk Guard,50,So called Luhansk Guard,45,Z Interautomatica,41,Tactical Missiles,41,Industrial Savings Bank,40
LINK,IS Bank,55,CB IS Bank,43,Vostok Battalion,40,Russia Bank,40,Kalmius Battalion,38
GK Technologies Auto Service,Foreign Economic Association Technopromexport,47,VO Technopromexport,43,O VO Technopromexport,41,GEOPOLITICA,41,Z Interautomatica,40
Churaneov Alexander Sergeevich,Separate Artillery Brigade of the 1st Army Corps,41,So called Lugansk People s Republic,40,Mir Luganschine,40,Gas Industry Insurance Company SOGAZ,39,Federal State of Novorossiya,38
Zakharenkova Olga,So called Luhansk Guard,45,Promsvyazbank,40,Bank of Russia,39,Prizrak Brigade,38,Zarya Battalion,38
CHOLDPROMSERVIS,VO Technopromexport,59,O VO Technopromexport,56,Promsvyazbank,43,Lenpromtransproyekt,41,ORIENTAL REVIEW,40
Savelyev Ivan Alekseevich,So called Lugansk People s Republic,43,Almaz Antey Defense,41,Luganskiy Ekonomicheskiy Soyuz,40,VTB Bank Public,40,Almaz Antey,39
Terentyev Ivan Vladimirovich,Internet Research Agency,46,The Great Don Army,43,State enterprise Universal Avia,41,Z Interautomatica,40,O VO Technopromexport,37
Print Mail,Integral,56,Almaz Antey,48,Interavtomatika,48,ORIENTAL REVIEW,48,Sparta Battalion,46
Store 01,Mostotrest P,60,Mostotrest,56,Rostec,43,Mostotrest Mostotrest,41,O VO TPE,38
Galaeva Anastasia Aleksandrovna,Luganskaya Narodnaya Respublika LNR,42,Almaz Antey,38,Tactical Missiles,38,Federal State of Novorossiya,37,Bank Rossiya,37
INTEKHKOM,Interavtomatika,50,Integral,47,Z Interautomatica,46,Vneshekonombank,42,Z Interavtomatika IA,41
Veles,People s Union,42,Free Donbas,38,VO TPE,36,VEB RF,36,Free Donbass,35
Synthesoyl,ROSNEFT AERO,45,Integral,44,Luganskiy Ekonomicheskiy Soyuz,40,Mostotrest,40,Sobol,40
SAYTGALIN Rustam Zagidulovich,Kalmius Battalion,43,Prizrak Battalion Ghost Battalion,42,Death Battalion,41,Oplot Battalion,41,Zarya Battalion,41
ROLING ROLLS,Integral,50,ROSNEFT AERO,50,Oplot Battalion,44,Somali Battalion,43,Vostok Battalion,43
K S Avto,IS Bank,53,Kalmius Battalion,48,CB IS Bank,44,Smert Battalion,43,Interavtomatika,43
Kolpakprof,Sovkombank,40,ROSNEFT AERO,36,Zaliv Shipyard,33,O VO TPE,33,Feodosia Enterprise of oil,33
three d plus,Free Donbas,52,Free Donbass,50,The Great Don Army,47,Army of the Southeast,42,Mostotrest P,42
MON,Smert Battalion,33,Somali Battalion,32,Mostotrest,31,SOVCOMBANK,31,Sovkombank,31
Dallak,Bulwark,42.85714285714286,Almaz Antey,35,Russia Bank,35,Donbas People s Militia,34,So called Luhansk Guard,34
TENTENT RU,Integral,44,The Great Don Army,43,Internet Research Agency,41,Russian Direct Investment Fund,40,ORIENTAL REVIEW,40
AXEL MOTORS,Mostotrest,57,Mostotrest P,52,Mostotrest Mostotrest,50,Vostok Battalion,44,ROSNEFT AERO,43
VIIONT,VO TPE,50,VTB,44,O VO TPE,43,Integral,43,Death Battalion,38
UFK in Moscow l sch 20736x02520,Fedosia Oil Products Supply,31,Vostok Battalion,30,Movement Novorossiya of Ignor Strelkov,29,Foreign Economic Association Technopromexport,29,Russian National Commercial Bank,29
Bibi,CB IS Bank,43,IS Bank,36,VTB Bank,33,Otkritie,33,Sberbank,33
Group of Companies,Stroygazmontazh Corporation SGM Group,47,ROSNEFT AERO,47,SOVCOMBANK,43,Army of the Southeast,41,Gas Industry Insurance Company SOGAZ,41
Rotov Vladimir Sergeevich,Internet Research Agency,41,ROSNEFT AERO,38,Research and Production Corporation UralVagonZavod,37,VAD Aktsionernoe Obshchestvo VAD,35,Mir Luganschine,35
APRIORI EXPERT,Smert Battalion,48,VO Technopromexport,48,Sparta Battalion,47,O VO Technopromexport,46,Death Battalion,41
BUSINESS NALOGI RODOVO,Mir Luganschine,43,Cossack National Guard,41,Russian National Commercial Bank,41,ROSNEFT AERO,41,Zaliv Shipyard,39
EOPSI Consulting,Donbas People s Militia,56,Donbass People s Militia,55,People s Union,47,United Shipbuilding,46,GEOPOLITICA,44
Avtokapital North West,Bank Otkritie Financial,49,Vostok Battalion,47,Mostotrest,44,Death Battalion,43,Smert Battalion,43
SPK,IS Bank,40,Sberbank,36,TPE,33.333333333333336,USC,33,CB IS Bank,31
PGS Service Logistics,Donbas People s Militia,41,Donbass People s Militia,40,Gas Industry Insurance Company SOGAZ,39,Z Interautomatica,37,Rostec,37
Academy of Libra,Bank of Russia,47,Prizrak Brigade,45,Army of the Southeast,43,ROSNEFT AERO,43,Army of the South East,42
SBSB Klychavto Az Stakeholder,Army of the South East,39,State enterprise Universal Avia,37,Vostok Battalion,36,Azovsky likerovodochny zavod,35,Federal State of Novorossiya,35
Kirillov Pavel Nikolaevich,Azovsky likerovodochny zavod,44,Tactical Missiles,42,Industrial Savings Bank,41,Industrialny Sberegatelny Bank,39,ORIENTAL REVIEW,39
Atlanta,Almaz Antey,56,UralVagonZavod,48,Death Battalion,45,558 Aircraft Repair Plant,44,VTB Bank,40
Laksery Projects,ROSNEFT AERO,57,Army of the Southeast,43,Bank Rossiya,43,Army of the South East,42,NEW EASTERN OUTLK,42
Automotive dealer Services Rus,Tactical Missiles,43,Federativnoye Gosudarstvo Novorossiya,42,Russian National Commercial Bank,42,Aktsionernoe Obshchestvo Genbank,42,Industrial Savings Bank,42
AGENCY YUPI,Narodny Soyuz,50,CB IS Bank,48,Internet Research Agency,46,Russia Bank,45,IS Bank,44
Kovaks,SOVCOMBANK,50,Sovkombank,50,Vneshekonombank,38,Free Donbas,35,Free Donbass,33
CROU RUSAUDIT,ROSNEFT AERO,48,Sberbank of Russia,45,Bank of Russia,44,Russia Bank,42,Rostec,42
MM Color,Mostotrest,44,Mostotrest P,40,VO Technopromexport,37,Dobrolyot,35,O VO Technopromexport,34
CSA status certificant,Russian National Commercial Bank,44,State Enterprise Sevastopol Commercial Seaport,44,Bank Otkritie Financial,44,State Enterprise Sparkling Wine Plant Novy Svet,43,State enterprise Universal Avia,42
net company North West,Army of the South East,50,The Great Don Army,50,Army of the Southeast,47,Mostotrest,44,First Crimean Insurance,44
Karkavtsev Artem Olegovich,Interavtomatika,39,VTB Bank Public,39,Separate Artillery Brigade of the 1st Army Corps,38,NEW EASTERN OUTLK,37,So called Donetsk People s Republic,36
Grechin Alexey Vladimirovich,Mir Luganschine,42,So called Luhansk Guard,39,Peace To Luhansk Region,39,VAD Aktsionernoe Obshchestvo VAD,37,Azovsky likerovodochny zavod,36
Sprint MSK,Peace To Luhansk Region,48,Otkritie,44,Sberbank,44,Promsvyazbank,43,Mostotrest,40
Service Market,SOVCOMBANK,50,First Crimean Insurance,49,Internet Research Agency,47,Sberbank,45,Sovkombank,42
DKK Rus,Russia Bank,56,Bank of Russia,48,Donetsk Republic,43,IS Bank,43,Bank Rossiya,42
Reliable Systems,Free Donbass,43,Army of the South East,37,Free Donbas,37,Almaz Antey,37,Donbas People s Militia,36
Hotel Company Center,Feodosia Enterprise of oil,48,Interavtomatika,46,Lenpromtransproyekt,46,Z Interautomatica,43,Integral,43
Dymin Leonid Markovich,Z Interautomatica,41,Tactical Missiles,41,Internet Research Agency,39,Mir Luganschine,38,Z Interavtomatika IA,38
Coloric Group,Stroygazmontazh Corporation SGM Group,44,Cossack National Guard,40,Luhansk Economic Union,40,Mostotrest P,40,O VO TPE,38
Kulkov Alexey Gennadevich,Almaz Antey Defense,41,Aktsionernoe Obshchestvo Genbank,39,So called Luhansk Guard,38,So called Lugansk Guard,38,So called Donetsk People s Republic,37
II,Otkritie,40,RDIF,33,GEOPOLITICA,31,Zaliv Shipyard,25,Mir Luganschine,24
Operator CRPT,Mostotrest P,48,Mostotrest,43,Interavtomatika,43,VO TPE,42,Mostotrest Mostotrest,41
AVS TECHNOLOGI,VO Technopromexport,55,O VO Technopromexport,51,NEW EASTERN OUTLK,45,Luhansk Economic Union,44,Azovsky likerovodochny zavod,43
SERVISAYANS L,Sberbank,48,Sberbank Public Sberbank,43,Russia Bank,42,Bank Rossiya,40,IS Bank,40
KEMILYLES GROUP,Donbas People s Militia,42,Donbass People s Militia,41,People s Union,41,Luganskiy Ekonomicheskiy Soyuz,40,Kalmius Battalion,38
Sign Auto,Somali Battalion,48,ROSNEFT AERO,48,Z Interautomatica,46,Industrial Savings Bank,44,People s Union,43
Individual entrepreneur,Feodosia Enterprise of oil,45,Industrialny Sberegatelny Bank,45,State enterprise Universal Avia,44,ORIENTAL REVIEW,42,Federal United Enterprise Crimea Railway,41
Pit Stop Service,Interavtomatika,45,ORIENTAL REVIEW,45,Z Interautomatica,42,Gas Industry Insurance Company SOGAZ,42,Peace To Luhansk Region,41
IKEA House,Bank of Russia,42,ORIENTAL REVIEW,40,Prizrak Battalion Ghost Brigade,39,Free Donbas,38,Russia Bank,38
I7,RDIF,33,IS Bank,22,Otkritie,20,Integral,20,Unit 08806,17
Delicious Lunch,Mir Luganschine,47,Kalmius Battalion,44,Death Battalion,40,Luhansk Economic Union,38,Peace To Luhansk Region,37
Auto Help,Death Battalion,42,Smert Battalion,42,Oplot Battalion,42,VO TPE,40,Somali Battalion,40
Rosseti Lenenergo,ROSNEFT AERO,62,Bank Rossiya,48,Bank of Russia,45,Lenpromtransproyekt,44,Internet Research Agency,44
Center Distribution,Death Battalion,47,Smert Battalion,47,Industrial Savings Bank,43,Oplot Battalion,41,Interavtomatika,41
Vinogradova Elena Alekseevna,ZELENODOLSK SHYARD,39,VAD Aktsionernoe Obshchestvo VAD,37,The Great Don Army,35,Resort Nizhnyaya Oreanda,35,Feodosia Enterprise of oil,33
Kornilov D S,Dobrolyot,48,Fedosia Oil Products Supply,41,Dobrolet,40,Donbas People s Militia,40,Federal State of Novorossiya,40
ECS Motor Transport,Mostotrest,55,Mostotrest Mostotrest,55,Lenpromtransproyekt,53,Mostotrest P,52,Peace To Luhansk Region,48
Rubwinil,Russia Bank,42,Otkritie,38,Sberbank,38,Integral,38,Smert Battalion,35
Original Systems SPb,ORIENTAL REVIEW,46,Mostotrest P,44,Fedosia Oil Products Supply,43,Tactical Missiles,43,Industrial Savings Bank,42
