,Supp Name,Score,Supplier Name,Sanctioned and Country Code,Sanctioned Name,Country Code
1647,"('LLC ""OO"" AVO-M ""', ('Industrial Solutions', 'SYR0268'))",16.0,"LLC ""OO"" AVO-M ""","('Industrial Solutions', 'SYR0268')",Industrial Solutions,SYR0268
1648,"('LLC ""OO"" AVO-M ""', ('Drex Technologies S.A.', 'SYR0269'))",9.0,"LLC ""OO"" AVO-M ""","('Drex Technologies S.A.', 'SYR0269')",Drex Technologies S.A.,SYR0269
1649,"('LLC ""OO"" AVO-M ""', ('Rawafed Damascus Private Joint Stock Company', 'SYR0270'))",29.0,"LLC ""OO"" AVO-M ""","('Rawafed Damascus Private Joint Stock Company', 'SYR0270')",Rawafed Damascus Private Joint Stock Company,SYR0270
1650,"('LLC ""OO"" AVO-M ""', ('Rawafed Tributary Damascus Private Joint Stock Company', 'SYR0270'))",19.0,"LLC ""OO"" AVO-M ""","('Rawafed Tributary Damascus Private Joint Stock Company', 'SYR0270')",Rawafed Tributary Damascus Private Joint Stock Company,SYR0270
1651,"('LLC ""OO"" AVO-M ""', ('Rawafid Damascus Private Joint Stock Company', 'SYR0270'))",29.0,"LLC ""OO"" AVO-M ""","('Rawafid Damascus Private Joint Stock Company', 'SYR0270')",Rawafid Damascus Private Joint Stock Company,SYR0270
1652,"('LLC ""OO"" AVO-M ""', ('Rawafid Tributary Damascus Private Joint Stock Company', 'SYR0270'))",19.0,"LLC ""OO"" AVO-M ""","('Rawafid Tributary Damascus Private Joint Stock Company', 'SYR0270')",Rawafid Tributary Damascus Private Joint Stock Company,SYR0270
1653,"('LLC ""OO"" AVO-M ""', ('Aman Damascus Joint Stock Company', 'SYR0271'))",33.0,"LLC ""OO"" AVO-M ""","('Aman Damascus Joint Stock Company', 'SYR0271')",Aman Damascus Joint Stock Company,SYR0271
1654,"('LLC ""OO"" AVO-M ""', ('Aman Damascus JSC', 'SYR0271'))",33.0,"LLC ""OO"" AVO-M ""","('Aman Damascus JSC', 'SYR0271')",Aman Damascus JSC,SYR0271
1655,"('LLC ""OO"" AVO-M ""', ('Bunyan Damascus Private Joint Stock Company', 'SYR0272'))",30.0,"LLC ""OO"" AVO-M ""","('Bunyan Damascus Private Joint Stock Company', 'SYR0272')",Bunyan Damascus Private Joint Stock Company,SYR0272
1656,"('LLC ""OO"" AVO-M ""', ('Bunyan Damascus Private JSC', 'SYR0272'))",30.0,"LLC ""OO"" AVO-M ""","('Bunyan Damascus Private JSC', 'SYR0272')",Bunyan Damascus Private JSC,SYR0272
1657,"('LLC ""OO"" AVO-M ""', ('Mirza', 'SYR0273'))",20.0,"LLC ""OO"" AVO-M ""","('Mirza', 'SYR0273')",Mirza,SYR0273
1658,"('LLC ""OO"" AVO-M ""', ('Addounia TV', 'SYR0275'))",27.27272727272727,"LLC ""OO"" AVO-M ""","('Addounia TV', 'SYR0275')",Addounia TV,SYR0275
1659,"('LLC ""OO"" AVO-M ""', ('Al Dounia', 'SYR0275'))",29.0,"LLC ""OO"" AVO-M ""","('Al Dounia', 'SYR0275')",Al Dounia,SYR0275
1660,"('LLC ""OO"" AVO-M ""', ('Al-Donya Television Channel', 'SYR0275'))",25.0,"LLC ""OO"" AVO-M ""","('Al-Donya Television Channel', 'SYR0275')",Al-Donya Television Channel,SYR0275
1661,"('LLC ""OO"" AVO-M ""', ('Al-Dunya TV', 'SYR0275'))",25.0,"LLC ""OO"" AVO-M ""","('Al-Dunya TV', 'SYR0275')",Al-Dunya TV,SYR0275
1662,"('LLC ""OO"" AVO-M ""', ('Dunia Television', 'SYR0275'))",29.0,"LLC ""OO"" AVO-M ""","('Dunia Television', 'SYR0275')",Dunia Television,SYR0275
1663,"('LLC ""OO"" AVO-M ""', ('Dunya Limited Liability Company for Information', 'SYR0275'))",31.0,"LLC ""OO"" AVO-M ""","('Dunya Limited Liability Company for Information', 'SYR0275')",Dunya Limited Liability Company for Information,SYR0275
1664,"('LLC ""OO"" AVO-M ""', ('Agricultural Cooperative Bank', 'SYR0277'))",19.0,"LLC ""OO"" AVO-M ""","('Agricultural Cooperative Bank', 'SYR0277')",Agricultural Cooperative Bank,SYR0277
1665,"('LLC ""OO"" AVO-M ""', ('ACB', 'SYR0277'))",25.0,"LLC ""OO"" AVO-M ""","('ACB', 'SYR0277')",ACB,SYR0277
1666,"('LLC ""OO"" AVO-M ""', ('Al Masraf', 'SYR0277'))",43.0,"LLC ""OO"" AVO-M ""","('Al Masraf', 'SYR0277')",Al Masraf,SYR0277
1667,"('LLC ""OO"" AVO-M ""', ('Al Taweni', 'SYR0277'))",29.0,"LLC ""OO"" AVO-M ""","('Al Taweni', 'SYR0277')",Al Taweni,SYR0277
1668,"('LLC ""OO"" AVO-M ""', ('Al Zeraei', 'SYR0277'))",29.0,"LLC ""OO"" AVO-M ""","('Al Zeraei', 'SYR0277')",Al Zeraei,SYR0277
1669,"('LLC ""OO"" AVO-M ""', ('Air Force Intelligence Agency', 'SYR0278'))",18.0,"LLC ""OO"" AVO-M ""","('Air Force Intelligence Agency', 'SYR0278')",Air Force Intelligence Agency,SYR0278
1670,"('LLC ""OO"" AVO-M ""', ('Al Mashreq Investment Fund', 'SYR0279'))",26.0,"LLC ""OO"" AVO-M ""","('Al Mashreq Investment Fund', 'SYR0279')",Al Mashreq Investment Fund,SYR0279
1671,"('LLC ""OO"" AVO-M ""', ('AMIF', 'SYR0279'))",44.0,"LLC ""OO"" AVO-M ""","('AMIF', 'SYR0279')",AMIF,SYR0279
1672,"('LLC ""OO"" AVO-M ""', ('Sunduq Al Mashrek Al Istithmari', 'SYR0279'))",17.0,"LLC ""OO"" AVO-M ""","('Sunduq Al Mashrek Al Istithmari', 'SYR0279')",Sunduq Al Mashrek Al Istithmari,SYR0279
1673,"('LLC ""OO"" AVO-M ""', ('Al Watan', 'SYR0280'))",31.0,"LLC ""OO"" AVO-M ""","('Al Watan', 'SYR0280')",Al Watan,SYR0280
1674,"('LLC ""OO"" AVO-M ""', ('Al Watan Newspaper', 'SYR0280'))",17.0,"LLC ""OO"" AVO-M ""","('Al Watan Newspaper', 'SYR0280')",Al Watan Newspaper,SYR0280
1675,"('LLC ""OO"" AVO-M ""', ('Al Furat Petroleum Company', 'SYR0281'))",26.0,"LLC ""OO"" AVO-M ""","('Al Furat Petroleum Company', 'SYR0281')",Al Furat Petroleum Company,SYR0281
1676,"('LLC ""OO"" AVO-M ""', ('Al-Furat Petroleum Company', 'SYR0281'))",26.0,"LLC ""OO"" AVO-M ""","('Al-Furat Petroleum Company', 'SYR0281')",Al-Furat Petroleum Company,SYR0281
1677,"('LLC ""OO"" AVO-M ""', ('Army Supply Bureau', 'SYR0282'))",17.0,"LLC ""OO"" AVO-M ""","('Army Supply Bureau', 'SYR0282')",Army Supply Bureau,SYR0282
1678,"('LLC ""OO"" AVO-M ""', ('Bena Properties', 'SYR0283'))",20.0,"LLC ""OO"" AVO-M ""","('Bena Properties', 'SYR0283')",Bena Properties,SYR0283
1679,"('LLC ""OO"" AVO-M ""', ('Banna Properties', 'SYR0283'))",19.0,"LLC ""OO"" AVO-M ""","('Banna Properties', 'SYR0283')",Banna Properties,SYR0283
1680,"('LLC ""OO"" AVO-M ""', ('Bena', 'SYR0283'))",22.0,"LLC ""OO"" AVO-M ""","('Bena', 'SYR0283')",Bena,SYR0283
1681,"('LLC ""OO"" AVO-M ""', ('Business Lab', 'SYR0284'))",12.0,"LLC ""OO"" AVO-M ""","('Business Lab', 'SYR0284')",Business Lab,SYR0284
1682,"('LLC ""OO"" AVO-M ""', ('Central Bank of Syria', 'SYR0285'))",23.0,"LLC ""OO"" AVO-M ""","('Central Bank of Syria', 'SYR0285')",Central Bank of Syria,SYR0285
1683,"('LLC ""OO"" AVO-M ""', ('CBS', 'SYR0285'))",0.0,"LLC ""OO"" AVO-M ""","('CBS', 'SYR0285')",CBS,SYR0285
1684,"('LLC ""OO"" AVO-M ""', ('Scientific Studies and Research Centre (SSRC)', 'SYR0286'))",8.0,"LLC ""OO"" AVO-M ""","('Scientific Studies and Research Centre (SSRC)', 'SYR0286')",Scientific Studies and Research Centre (SSRC),SYR0286
1685,"('LLC ""OO"" AVO-M ""', ('Centre de Recherche de Kaboun', 'SYR0286'))",18.0,"LLC ""OO"" AVO-M ""","('Centre de Recherche de Kaboun', 'SYR0286')",Centre de Recherche de Kaboun,SYR0286
1686,"('LLC ""OO"" AVO-M ""', (""Centre d'Etudes et de Recherches Scientifiques (CERS)"", 'SYR0286'))",4.0,"LLC ""OO"" AVO-M ""","(""Centre d'Etudes et de Recherches Scientifiques (CERS)"", 'SYR0286')",Centre d'Etudes et de Recherches Scientifiques (CERS),SYR0286
1687,"('LLC ""OO"" AVO-M ""', ('Cham Holding', 'SYR0287'))",24.0,"LLC ""OO"" AVO-M ""","('Cham Holding', 'SYR0287')",Cham Holding,SYR0287
1688,"('LLC ""OO"" AVO-M ""', ('Al Sham Company', 'SYR0287'))",50.0,"LLC ""OO"" AVO-M ""","('Al Sham Company', 'SYR0287')",Al Sham Company,SYR0287
1689,"('LLC ""OO"" AVO-M ""', ('Al-Sham Company', 'SYR0287'))",50.0,"LLC ""OO"" AVO-M ""","('Al-Sham Company', 'SYR0287')",Al-Sham Company,SYR0287
1690,"('LLC ""OO"" AVO-M ""', ('Cham', 'SYR0287'))",44.0,"LLC ""OO"" AVO-M ""","('Cham', 'SYR0287')",Cham,SYR0287
1691,"('LLC ""OO"" AVO-M ""', ('Cham Investment Group', 'SYR0287'))",23.0,"LLC ""OO"" AVO-M ""","('Cham Investment Group', 'SYR0287')",Cham Investment Group,SYR0287
1692,"('LLC ""OO"" AVO-M ""', ('Sham Holding', 'SYR0287'))",24.0,"LLC ""OO"" AVO-M ""","('Sham Holding', 'SYR0287')",Sham Holding,SYR0287
1693,"('LLC ""OO"" AVO-M ""', ('Sham Holding Company Sal', 'SYR0287'))",32.0,"LLC ""OO"" AVO-M ""","('Sham Holding Company Sal', 'SYR0287')",Sham Holding Company Sal,SYR0287
1694,"('LLC ""OO"" AVO-M ""', ('Cham Investment Group', 'SYR0288'))",23.0,"LLC ""OO"" AVO-M ""","('Cham Investment Group', 'SYR0288')",Cham Investment Group,SYR0288
1695,"('LLC ""OO"" AVO-M ""', ('Al Sham Company', 'SYR0288'))",50.0,"LLC ""OO"" AVO-M ""","('Al Sham Company', 'SYR0288')",Al Sham Company,SYR0288
1696,"('LLC ""OO"" AVO-M ""', ('Al-Sham Company', 'SYR0288'))",50.0,"LLC ""OO"" AVO-M ""","('Al-Sham Company', 'SYR0288')",Al-Sham Company,SYR0288
1697,"('LLC ""OO"" AVO-M ""', ('Cham', 'SYR0288'))",44.0,"LLC ""OO"" AVO-M ""","('Cham', 'SYR0288')",Cham,SYR0288
1698,"('LLC ""OO"" AVO-M ""', ('Cham Holding', 'SYR0288'))",24.0,"LLC ""OO"" AVO-M ""","('Cham Holding', 'SYR0288')",Cham Holding,SYR0288
1699,"('LLC ""OO"" AVO-M ""', ('Sham Holding', 'SYR0288'))",24.0,"LLC ""OO"" AVO-M ""","('Sham Holding', 'SYR0288')",Sham Holding,SYR0288
1700,"('LLC ""OO"" AVO-M ""', ('Sham Holding Company Sal', 'SYR0288'))",32.0,"LLC ""OO"" AVO-M ""","('Sham Holding Company Sal', 'SYR0288')",Sham Holding Company Sal,SYR0288
1701,"('LLC ""OO"" AVO-M ""', ('Cham Press TV', 'SYR0289'))",22.0,"LLC ""OO"" AVO-M ""","('Cham Press TV', 'SYR0289')",Cham Press TV,SYR0289
1702,"('LLC ""OO"" AVO-M ""', ('Commercial Bank of Syria', 'SYR0290'))",21.0,"LLC ""OO"" AVO-M ""","('Commercial Bank of Syria', 'SYR0290')",Commercial Bank of Syria,SYR0290
1703,"('LLC ""OO"" AVO-M ""', ('Cotton Marketing Organisation', 'SYR0291'))",18.0,"LLC ""OO"" AVO-M ""","('Cotton Marketing Organisation', 'SYR0291')",Cotton Marketing Organisation,SYR0291
1704,"('LLC ""OO"" AVO-M ""', ('Deir Ez-zur Petroleum Company', 'SYR0292'))",15.0,"LLC ""OO"" AVO-M ""","('Deir Ez-zur Petroleum Company', 'SYR0292')",Deir Ez-zur Petroleum Company,SYR0292
1705,"('LLC ""OO"" AVO-M ""', ('Dijla Petroleum Company', 'SYR0293'))",30.0,"LLC ""OO"" AVO-M ""","('Dijla Petroleum Company', 'SYR0293')",Dijla Petroleum Company,SYR0293
1706,"('LLC ""OO"" AVO-M ""', ('Ebla Petroleum Company', 'SYR0296'))",32.0,"LLC ""OO"" AVO-M ""","('Ebla Petroleum Company', 'SYR0296')",Ebla Petroleum Company,SYR0296
1707,"('LLC ""OO"" AVO-M ""', ('Ebco', 'SYR0296'))",22.0,"LLC ""OO"" AVO-M ""","('Ebco', 'SYR0296')",Ebco,SYR0296
1708,"('LLC ""OO"" AVO-M ""', ('El Jazireh', 'SYR0297'))",13.0,"LLC ""OO"" AVO-M ""","('El Jazireh', 'SYR0297')",El Jazireh,SYR0297
1709,"('LLC ""OO"" AVO-M ""', ('Al Jazireh', 'SYR0297'))",27.0,"LLC ""OO"" AVO-M ""","('Al Jazireh', 'SYR0297')",Al Jazireh,SYR0297
1710,"('LLC ""OO"" AVO-M ""', ('Al-Jazeerah General Transport Company, Petroleum Derivatives and Oil Services', 'SYR0297'))",12.0,"LLC ""OO"" AVO-M ""","('Al-Jazeerah General Transport Company, Petroleum Derivatives and Oil Services', 'SYR0297')","Al-Jazeerah General Transport Company, Petroleum Derivatives and Oil Services",SYR0297
1711,"('LLC ""OO"" AVO-M ""', ('El Jazeera', 'SYR0297'))",13.0,"LLC ""OO"" AVO-M ""","('El Jazeera', 'SYR0297')",El Jazeera,SYR0297
1712,"('LLC ""OO"" AVO-M ""', ('El Jazeerah', 'SYR0297'))",12.0,"LLC ""OO"" AVO-M ""","('El Jazeerah', 'SYR0297')",El Jazeerah,SYR0297
1713,"('LLC ""OO"" AVO-M ""', ('El Jazerra', 'SYR0297'))",13.0,"LLC ""OO"" AVO-M ""","('El Jazerra', 'SYR0297')",El Jazerra,SYR0297
1714,"('LLC ""OO"" AVO-M ""', ('El Jazira', 'SYR0297'))",14.0,"LLC ""OO"" AVO-M ""","('El Jazira', 'SYR0297')",El Jazira,SYR0297
1715,"('LLC ""OO"" AVO-M ""', ('El-Tel Co', 'SYR0298'))",18.0,"LLC ""OO"" AVO-M ""","('El-Tel Co', 'SYR0298')",El-Tel Co,SYR0298
1716,"('LLC ""OO"" AVO-M ""', ('Expert Partners', 'SYR0299'))",10.0,"LLC ""OO"" AVO-M ""","('Expert Partners', 'SYR0299')",Expert Partners,SYR0299
1717,"('LLC ""OO"" AVO-M ""', ('General Intelligence Directorate', 'SYR0300'))",11.0,"LLC ""OO"" AVO-M ""","('General Intelligence Directorate', 'SYR0300')",General Intelligence Directorate,SYR0300
1718,"('LLC ""OO"" AVO-M ""', ('General Organisation of Radio and TV', 'SYR0301'))",15.0,"LLC ""OO"" AVO-M ""","('General Organisation of Radio and TV', 'SYR0301')",General Organisation of Radio and TV,SYR0301
1719,"('LLC ""OO"" AVO-M ""', ('General Organisation of Tobacco', 'SYR0302'))",17.0,"LLC ""OO"" AVO-M ""","('General Organisation of Tobacco', 'SYR0302')",General Organisation of Tobacco,SYR0302
1720,"('LLC ""OO"" AVO-M ""', ('Organisation Generale Du Tabac', 'SYR0302'))",17.0,"LLC ""OO"" AVO-M ""","('Organisation Generale Du Tabac', 'SYR0302')",Organisation Generale Du Tabac,SYR0302
1721,"('LLC ""OO"" AVO-M ""', ('General Petroleum Corporation (GPC)', 'SYR0303'))",21.0,"LLC ""OO"" AVO-M ""","('General Petroleum Corporation (GPC)', 'SYR0303')",General Petroleum Corporation (GPC),SYR0303
1722,"('LLC ""OO"" AVO-M ""', ('Hamcho International', 'SYR0304'))",24.0,"LLC ""OO"" AVO-M ""","('Hamcho International', 'SYR0304')",Hamcho International,SYR0304
1723,"('LLC ""OO"" AVO-M ""', ('Hamcho Group', 'SYR0304'))",35.0,"LLC ""OO"" AVO-M ""","('Hamcho Group', 'SYR0304')",Hamcho Group,SYR0304
1724,"('LLC ""OO"" AVO-M ""', ('Hamcho Group International', 'SYR0304'))",19.0,"LLC ""OO"" AVO-M ""","('Hamcho Group International', 'SYR0304')",Hamcho Group International,SYR0304
1725,"('LLC ""OO"" AVO-M ""', ('Hamsho Trading', 'SYR0305'))",32.0,"LLC ""OO"" AVO-M ""","('Hamsho Trading', 'SYR0305')",Hamsho Trading,SYR0305
1726,"('LLC ""OO"" AVO-M ""', ('Hamisho', 'SYR0305'))",33.0,"LLC ""OO"" AVO-M ""","('Hamisho', 'SYR0305')",Hamisho,SYR0305
1727,"('LLC ""OO"" AVO-M ""', ('Hamsho Trade and Construction', 'SYR0305'))",18.0,"LLC ""OO"" AVO-M ""","('Hamsho Trade and Construction', 'SYR0305')",Hamsho Trade and Construction,SYR0305
1728,"('LLC ""OO"" AVO-M ""', ('Hamsho Trading EST.', 'SYR0305'))",26.0,"LLC ""OO"" AVO-M ""","('Hamsho Trading EST.', 'SYR0305')",Hamsho Trading EST.,SYR0305
1729,"('LLC ""OO"" AVO-M ""', ('Hamsho Trading Establishment', 'SYR0305'))",24.0,"LLC ""OO"" AVO-M ""","('Hamsho Trading Establishment', 'SYR0305')",Hamsho Trading Establishment,SYR0305
1730,"('LLC ""OO"" AVO-M ""', ('Handasieh Organization for Engineering Industries', 'SYR0306'))",11.0,"LLC ""OO"" AVO-M ""","('Handasieh Organization for Engineering Industries', 'SYR0306')",Handasieh Organization for Engineering Industries,SYR0306
1731,"('LLC ""OO"" AVO-M ""', ('(GENERAL) ORGANIZATION FOR ENGINEERING INDUSTRIES', 'SYR0306'))",12.0,"LLC ""OO"" AVO-M ""","('(GENERAL) ORGANIZATION FOR ENGINEERING INDUSTRIES', 'SYR0306')",(GENERAL) ORGANIZATION FOR ENGINEERING INDUSTRIES,SYR0306
1732,"('LLC ""OO"" AVO-M ""', ('Higher Institute for Applied Sciences and Technology (HIAST)', 'SYR0307'))",10.0,"LLC ""OO"" AVO-M ""","('Higher Institute for Applied Sciences and Technology (HIAST)', 'SYR0307')",Higher Institute for Applied Sciences and Technology (HIAST),SYR0307
1733,"('LLC ""OO"" AVO-M ""', ('HISAT', 'SYR0307'))",20.0,"LLC ""OO"" AVO-M ""","('HISAT', 'SYR0307')",HISAT,SYR0307
1734,"('LLC ""OO"" AVO-M ""', (""L'Institut Superieur des Sciences Appliquees et de Technologie (ISSAT)"", 'SYR0307'))",8.0,"LLC ""OO"" AVO-M ""","(""L'Institut Superieur des Sciences Appliquees et de Technologie (ISSAT)"", 'SYR0307')",L'Institut Superieur des Sciences Appliquees et de Technologie (ISSAT),SYR0307
1735,"('LLC ""OO"" AVO-M ""', ('Industrial Bank', 'SYR0308'))",20.0,"LLC ""OO"" AVO-M ""","('Industrial Bank', 'SYR0308')",Industrial Bank,SYR0308
1736,"('LLC ""OO"" AVO-M ""', ('Banca Industriala', 'SYR0308'))",18.0,"LLC ""OO"" AVO-M ""","('Banca Industriala', 'SYR0308')",Banca Industriala,SYR0308
1737,"('LLC ""OO"" AVO-M ""', ('Industrial Establishment of Defence', 'SYR0309'))",15.0,"LLC ""OO"" AVO-M ""","('Industrial Establishment of Defence', 'SYR0309')",Industrial Establishment of Defence,SYR0309
1738,"('LLC ""OO"" AVO-M ""', ('Coefficient Defense Foundation', 'SYR0309'))",11.0,"LLC ""OO"" AVO-M ""","('Coefficient Defense Foundation', 'SYR0309')",Coefficient Defense Foundation,SYR0309
1739,"('LLC ""OO"" AVO-M ""', ('Defence Factories Establishment', 'SYR0309'))",22.0,"LLC ""OO"" AVO-M ""","('Defence Factories Establishment', 'SYR0309')",Defence Factories Establishment,SYR0309
1740,"('LLC ""OO"" AVO-M ""', ('Establissement Industrial de la Defence (ETINDE)', 'SYR0309'))",8.0,"LLC ""OO"" AVO-M ""","('Establissement Industrial de la Defence (ETINDE)', 'SYR0309')",Establissement Industrial de la Defence (ETINDE),SYR0309
1741,"('LLC ""OO"" AVO-M ""', ('Establissements Industriels de la Defense (EID)', 'SYR0309'))",8.0,"LLC ""OO"" AVO-M ""","('Establissements Industriels de la Defense (EID)', 'SYR0309')",Establissements Industriels de la Defense (EID),SYR0309
1742,"('LLC ""OO"" AVO-M ""', ('Industrial Establishment for Defence', 'SYR0309'))",15.0,"LLC ""OO"" AVO-M ""","('Industrial Establishment for Defence', 'SYR0309')",Industrial Establishment for Defence,SYR0309
1743,"('LLC ""OO"" AVO-M ""', ('Industrial Establishment of Defense', 'SYR0309'))",15.0,"LLC ""OO"" AVO-M ""","('Industrial Establishment of Defense', 'SYR0309')",Industrial Establishment of Defense,SYR0309
1744,"('LLC ""OO"" AVO-M ""', ('Islamic Revolutionary Guards Corps - Qods Force', 'SYR0310'))",16.0,"LLC ""OO"" AVO-M ""","('Islamic Revolutionary Guards Corps - Qods Force', 'SYR0310')",Islamic Revolutionary Guards Corps - Qods Force,SYR0310
1745,"('LLC ""OO"" AVO-M ""', ('IRGC-QF', 'SYR0310'))",17.0,"LLC ""OO"" AVO-M ""","('IRGC-QF', 'SYR0310')",IRGC-QF,SYR0310
1746,"('LLC ""OO"" AVO-M ""', ('Quds Force', 'SYR0310'))",27.0,"LLC ""OO"" AVO-M ""","('Quds Force', 'SYR0310')",Quds Force,SYR0310
1747,"('LLC ""OO"" AVO-M ""', ('Mada Transport', 'SYR0311'))",21.0,"LLC ""OO"" AVO-M ""","('Mada Transport', 'SYR0311')",Mada Transport,SYR0311
1748,"('LLC ""OO"" AVO-M ""', ('Al Sham Company', 'SYR0311'))",50.0,"LLC ""OO"" AVO-M ""","('Al Sham Company', 'SYR0311')",Al Sham Company,SYR0311
1749,"('LLC ""OO"" AVO-M ""', ('Al-Sham Company', 'SYR0311'))",50.0,"LLC ""OO"" AVO-M ""","('Al-Sham Company', 'SYR0311')",Al-Sham Company,SYR0311
1750,"('LLC ""OO"" AVO-M ""', ('Cham', 'SYR0311'))",44.0,"LLC ""OO"" AVO-M ""","('Cham', 'SYR0311')",Cham,SYR0311
1751,"('LLC ""OO"" AVO-M ""', ('Cham Holding', 'SYR0311'))",24.0,"LLC ""OO"" AVO-M ""","('Cham Holding', 'SYR0311')",Cham Holding,SYR0311
1752,"('LLC ""OO"" AVO-M ""', ('Sham Holding', 'SYR0311'))",24.0,"LLC ""OO"" AVO-M ""","('Sham Holding', 'SYR0311')",Sham Holding,SYR0311
1753,"('LLC ""OO"" AVO-M ""', ('Sham Holding Company Sal', 'SYR0311'))",32.0,"LLC ""OO"" AVO-M ""","('Sham Holding Company Sal', 'SYR0311')",Sham Holding Company Sal,SYR0311
1754,"('LLC ""OO"" AVO-M ""', ('Mahrukat Company', 'SYR0312'))",15.0,"LLC ""OO"" AVO-M ""","('Mahrukat Company', 'SYR0312')",Mahrukat Company,SYR0312
1755,"('LLC ""OO"" AVO-M ""', ('Mechanical Construction Factory', 'SYR0313'))",22.0,"LLC ""OO"" AVO-M ""","('Mechanical Construction Factory', 'SYR0313')",Mechanical Construction Factory,SYR0313
1756,"('LLC ""OO"" AVO-M ""', ('CHAM CO.', 'SYR0313'))",44.0,"LLC ""OO"" AVO-M ""","('CHAM CO.', 'SYR0313')",CHAM CO.,SYR0313
1757,"('LLC ""OO"" AVO-M ""', ('Company for Metalic Constructions & Mechanical Industries', 'SYR0313'))",12.0,"LLC ""OO"" AVO-M ""","('Company for Metalic Constructions & Mechanical Industries', 'SYR0313')",Company for Metalic Constructions & Mechanical Industries,SYR0313
1758,"('LLC ""OO"" AVO-M ""', ('Company of Melallic Constructions and Mechanical Industries', 'SYR0313'))",12.0,"LLC ""OO"" AVO-M ""","('Company of Melallic Constructions and Mechanical Industries', 'SYR0313')",Company of Melallic Constructions and Mechanical Industries,SYR0313
1759,"('LLC ""OO"" AVO-M ""', ('Mattock Construct', 'SYR0313'))",27.0,"LLC ""OO"" AVO-M ""","('Mattock Construct', 'SYR0313')",Mattock Construct,SYR0313
1760,"('LLC ""OO"" AVO-M ""', ('MCMI', 'SYR0313'))",22.0,"LLC ""OO"" AVO-M ""","('MCMI', 'SYR0313')",MCMI,SYR0313
1761,"('LLC ""OO"" AVO-M ""', ('Metal Construction & Mechanic Industry Co', 'SYR0313'))",18.0,"LLC ""OO"" AVO-M ""","('Metal Construction & Mechanic Industry Co', 'SYR0313')",Metal Construction & Mechanic Industry Co,SYR0313
1762,"('LLC ""OO"" AVO-M ""', ('Metal Constructions and Mechanical Industries Company', 'SYR0313'))",16.0,"LLC ""OO"" AVO-M ""","('Metal Constructions and Mechanical Industries Company', 'SYR0313')",Metal Constructions and Mechanical Industries Company,SYR0313
1763,"('LLC ""OO"" AVO-M ""', ('Metalic Constructions and Mechanical Industries Co.', 'SYR0313'))",15.0,"LLC ""OO"" AVO-M ""","('Metalic Constructions and Mechanical Industries Co.', 'SYR0313')",Metalic Constructions and Mechanical Industries Co.,SYR0313
1764,"('LLC ""OO"" AVO-M ""', ('Metallic Construction and Mechanical Industries Co.', 'SYR0313'))",15.0,"LLC ""OO"" AVO-M ""","('Metallic Construction and Mechanical Industries Co.', 'SYR0313')",Metallic Construction and Mechanical Industries Co.,SYR0313
1765,"('LLC ""OO"" AVO-M ""', ('The General Company for Metals Construction', 'SYR0313'))",17.0,"LLC ""OO"" AVO-M ""","('The General Company for Metals Construction', 'SYR0313')",The General Company for Metals Construction,SYR0313
1766,"('LLC ""OO"" AVO-M ""', ('Megatrade', 'SYR0314'))",14.0,"LLC ""OO"" AVO-M ""","('Megatrade', 'SYR0314')",Megatrade,SYR0314
1767,"('LLC ""OO"" AVO-M ""', ('Military Housing Establishment', 'SYR0315'))",23.0,"LLC ""OO"" AVO-M ""","('Military Housing Establishment', 'SYR0315')",Military Housing Establishment,SYR0315
1768,"('LLC ""OO"" AVO-M ""', ('Milihouse', 'SYR0315'))",14.0,"LLC ""OO"" AVO-M ""","('Milihouse', 'SYR0315')",Milihouse,SYR0315
1769,"('LLC ""OO"" AVO-M ""', ('Military Intelligence Directorate', 'SYR0316'))",16.0,"LLC ""OO"" AVO-M ""","('Military Intelligence Directorate', 'SYR0316')",Military Intelligence Directorate,SYR0316
1770,"('LLC ""OO"" AVO-M ""', ('Ministry of Defence', 'SYR0317'))",17.0,"LLC ""OO"" AVO-M ""","('Ministry of Defence', 'SYR0317')",Ministry of Defence,SYR0317
1771,"('LLC ""OO"" AVO-M ""', ('Ministry of Interior', 'SYR0318'))",24.0,"LLC ""OO"" AVO-M ""","('Ministry of Interior', 'SYR0318')",Ministry of Interior,SYR0318
1772,"('LLC ""OO"" AVO-M ""', ('National Standards & Calibration Laboratory', 'SYR0319'))",12.0,"LLC ""OO"" AVO-M ""","('National Standards & Calibration Laboratory', 'SYR0319')",National Standards & Calibration Laboratory,SYR0319
1773,"('LLC ""OO"" AVO-M ""', ('NSCL', 'SYR0319'))",0.0,"LLC ""OO"" AVO-M ""","('NSCL', 'SYR0319')",NSCL,SYR0319
1774,"('LLC ""OO"" AVO-M ""', ('SSRC', 'SYR0319'))",0.0,"LLC ""OO"" AVO-M ""","('SSRC', 'SYR0319')",SSRC,SYR0319
1775,"('LLC ""OO"" AVO-M ""', ('Organisation for Technological Industries', 'SYR0320'))",13.0,"LLC ""OO"" AVO-M ""","('Organisation for Technological Industries', 'SYR0320')",Organisation for Technological Industries,SYR0320
1776,"('LLC ""OO"" AVO-M ""', ('OTI', 'SYR0320'))",25.0,"LLC ""OO"" AVO-M ""","('OTI', 'SYR0320')",OTI,SYR0320
