,Supp Name,Score,Supplier Name,Sanctioned and Country Code,Sanctioned Name,Country Code
1528,"('LLC ""OO"" AVO-M ""', ('Stroygazmontazh Corporation (SGM Group)', 'RUS0203'))",19.0,"LLC ""OO"" AVO-M ""","('Stroygazmontazh Corporation (SGM Group)', 'RUS0203')",Stroygazmontazh Corporation (SGM Group),RUS0203
1529,"('LLC ""OO"" AVO-M ""', ('Stroygazmontazh-Most OOO (SGM-MOST OOO)', 'RUS0204'))",24.0,"LLC ""OO"" AVO-M ""","('Stroygazmontazh-Most OOO (SGM-MOST OOO)', 'RUS0204')",Stroygazmontazh-Most OOO (SGM-MOST OOO),RUS0204
1530,"('LLC ""OO"" AVO-M ""', ('Vostok Battalion', 'RUS0205'))",29.0,"LLC ""OO"" AVO-M ""","('Vostok Battalion', 'RUS0205')",Vostok Battalion,RUS0205
1531,"('LLC ""OO"" AVO-M ""', ('ZAO Interavtomatika (IA)', 'RUS0206'))",32.0,"LLC ""OO"" AVO-M ""","('ZAO Interavtomatika (IA)', 'RUS0206')",ZAO Interavtomatika (IA),RUS0206
1532,"('LLC ""OO"" AVO-M ""', (""CJSC 'Interavtomatika'"", 'RUS0206'))",40.0,"LLC ""OO"" AVO-M ""","(""CJSC 'Interavtomatika'"", 'RUS0206')",CJSC 'Interavtomatika',RUS0206
1533,"('LLC ""OO"" AVO-M ""', ('ZAO Interautomatica', 'RUS0206'))",27.0,"LLC ""OO"" AVO-M ""","('ZAO Interautomatica', 'RUS0206')",ZAO Interautomatica,RUS0206
1534,"('LLC ""OO"" AVO-M ""', ('Zarya Battalion', 'RUS0207'))",30.0,"LLC ""OO"" AVO-M ""","('Zarya Battalion', 'RUS0207')",Zarya Battalion,RUS0207
1535,"('LLC ""OO"" AVO-M ""', (""Joint-stock company 'Lenpromtransproyekt'"", 'RUS0222'))",18.0,"LLC ""OO"" AVO-M ""","(""Joint-stock company 'Lenpromtransproyekt'"", 'RUS0222')",Joint-stock company 'Lenpromtransproyekt',RUS0222
1536,"('LLC ""OO"" AVO-M ""', (""Joint-stock company 'The Berkatit-Tommot-Yakutsk Railway Line's Construction Directorate'"", 'RUS0223'))",9.0,"LLC ""OO"" AVO-M ""","(""Joint-stock company 'The Berkatit-Tommot-Yakutsk Railway Line's Construction Directorate'"", 'RUS0223')",Joint-stock company 'The Berkatit-Tommot-Yakutsk Railway Line's Construction Directorate',RUS0223
1537,"('LLC ""OO"" AVO-M ""', (""Federal United Enterprise 'Crimea Railway'"", 'RUS0224'))",13.0,"LLC ""OO"" AVO-M ""","(""Federal United Enterprise 'Crimea Railway'"", 'RUS0224')",Federal United Enterprise 'Crimea Railway',RUS0224
1538,"('LLC ""OO"" AVO-M ""', ('First Crimean Insurance Company', 'RUS0225'))",14.0,"LLC ""OO"" AVO-M ""","('First Crimean Insurance Company', 'RUS0225')",First Crimean Insurance Company,RUS0225
1539,"('LLC ""OO"" AVO-M ""', ('Bank Rossiya', 'RUS0232'))",24.0,"LLC ""OO"" AVO-M ""","('Bank Rossiya', 'RUS0232')",Bank Rossiya,RUS0232
1540,"('LLC ""OO"" AVO-M ""', ('Bank of Russia', 'RUS0232'))",32.0,"LLC ""OO"" AVO-M ""","('Bank of Russia', 'RUS0232')",Bank of Russia,RUS0232
1541,"('LLC ""OO"" AVO-M ""', ('Russia Bank', 'RUS0232'))",25.0,"LLC ""OO"" AVO-M ""","('Russia Bank', 'RUS0232')",Russia Bank,RUS0232
1542,"('LLC ""OO"" AVO-M ""', ('Black Sea Bank for Development and Reconstruction', 'RUS0233'))",15.0,"LLC ""OO"" AVO-M ""","('Black Sea Bank for Development and Reconstruction', 'RUS0233')",Black Sea Bank for Development and Reconstruction,RUS0233
1543,"('LLC ""OO"" AVO-M ""', ('Black Sea Bank Development and Reconstruction', 'RUS0233'))",16.0,"LLC ""OO"" AVO-M ""","('Black Sea Bank Development and Reconstruction', 'RUS0233')",Black Sea Bank Development and Reconstruction,RUS0233
1544,"('LLC ""OO"" AVO-M ""', ('Black Sea Bank of Development and Reconstruction', 'RUS0233'))",15.0,"LLC ""OO"" AVO-M ""","('Black Sea Bank of Development and Reconstruction', 'RUS0233')",Black Sea Bank of Development and Reconstruction,RUS0233
1545,"('LLC ""OO"" AVO-M ""', ('Joint Stock Company Black Sea Bank for Development and Reconstruction', 'RUS0233'))",15.0,"LLC ""OO"" AVO-M ""","('Joint Stock Company Black Sea Bank for Development and Reconstruction', 'RUS0233')",Joint Stock Company Black Sea Bank for Development and Reconstruction,RUS0233
1546,"('LLC ""OO"" AVO-M ""', ('Joint Stock Company Genbank', 'RUS0234'))",17.0,"LLC ""OO"" AVO-M ""","('Joint Stock Company Genbank', 'RUS0234')",Joint Stock Company Genbank,RUS0234
1547,"('LLC ""OO"" AVO-M ""', ('Aktsionernoe Obshchestvo Genbank', 'RUS0234'))",22.0,"LLC ""OO"" AVO-M ""","('Aktsionernoe Obshchestvo Genbank', 'RUS0234')",Aktsionernoe Obshchestvo Genbank,RUS0234
1548,"('LLC ""OO"" AVO-M ""', ('IS Bank', 'RUS0236'))",33.0,"LLC ""OO"" AVO-M ""","('IS Bank', 'RUS0236')",IS Bank,RUS0236
1549,"('LLC ""OO"" AVO-M ""', ('Industrial Savings Bank', 'RUS0236'))",21.0,"LLC ""OO"" AVO-M ""","('Industrial Savings Bank', 'RUS0236')",Industrial Savings Bank,RUS0236
1550,"('LLC ""OO"" AVO-M ""', ('Industrialny Sberegatelny Bank', 'RUS0236'))",11.0,"LLC ""OO"" AVO-M ""","('Industrialny Sberegatelny Bank', 'RUS0236')",Industrialny Sberegatelny Bank,RUS0236
1551,"('LLC ""OO"" AVO-M ""', ('JSC CB IS Bank', 'RUS0236'))",27.0,"LLC ""OO"" AVO-M ""","('JSC CB IS Bank', 'RUS0236')",JSC CB IS Bank,RUS0236
1552,"('LLC ""OO"" AVO-M ""', ('Public Joint Stock Company Promsvyazbank', 'RUS0237'))",11.0,"LLC ""OO"" AVO-M ""","('Public Joint Stock Company Promsvyazbank', 'RUS0237')",Public Joint Stock Company Promsvyazbank,RUS0237
1553,"('LLC ""OO"" AVO-M ""', ('PJSC Promsvyazbank', 'RUS0237'))",11.0,"LLC ""OO"" AVO-M ""","('PJSC Promsvyazbank', 'RUS0237')",PJSC Promsvyazbank,RUS0237
1554,"('LLC ""OO"" AVO-M ""', ('Promsvyazbank PJSC', 'RUS0237'))",11.0,"LLC ""OO"" AVO-M ""","('Promsvyazbank PJSC', 'RUS0237')",Promsvyazbank PJSC,RUS0237
1555,"('LLC ""OO"" AVO-M ""', ('State Corporation for the Promotion of the Development, Manufacture and Export of High Technology Products ""Rostec""', 'RUS0238'))",9.0,"LLC ""OO"" AVO-M ""","('State Corporation for the Promotion of the Development, Manufacture and Export of High Technology Products ""Rostec""', 'RUS0238')","State Corporation for the Promotion of the Development, Manufacture and Export of High Technology Products ""Rostec""",RUS0238
1556,"('LLC ""OO"" AVO-M ""', ('Rostec', 'RUS0238'))",18.0,"LLC ""OO"" AVO-M ""","('Rostec', 'RUS0238')",Rostec,RUS0238
1557,"('LLC ""OO"" AVO-M ""', ('Public Joint Stock Company ""United Aircraft Corporation""', 'RUS0239'))",20.0,"LLC ""OO"" AVO-M ""","('Public Joint Stock Company ""United Aircraft Corporation""', 'RUS0239')","Public Joint Stock Company ""United Aircraft Corporation""",RUS0239
1558,"('LLC ""OO"" AVO-M ""', ('PJSC UAC', 'RUS0239'))",25.0,"LLC ""OO"" AVO-M ""","('PJSC UAC', 'RUS0239')",PJSC UAC,RUS0239
1559,"('LLC ""OO"" AVO-M ""', ('UAC', 'RUS0239'))",25.0,"LLC ""OO"" AVO-M ""","('UAC', 'RUS0239')",UAC,RUS0239
1560,"('LLC ""OO"" AVO-M ""', ('United Aircraft Corporation', 'RUS0239'))",20.0,"LLC ""OO"" AVO-M ""","('United Aircraft Corporation', 'RUS0239')",United Aircraft Corporation,RUS0239
1561,"('LLC ""OO"" AVO-M ""', ('Tactical Missiles Corporation Joint Stock Company', 'RUS0240'))",27.0,"LLC ""OO"" AVO-M ""","('Tactical Missiles Corporation Joint Stock Company', 'RUS0240')",Tactical Missiles Corporation Joint Stock Company,RUS0240
1562,"('LLC ""OO"" AVO-M ""', ('JSC Research and Production Corporation UralVagonZavod', 'RUS0241'))",11.0,"LLC ""OO"" AVO-M ""","('JSC Research and Production Corporation UralVagonZavod', 'RUS0241')",JSC Research and Production Corporation UralVagonZavod,RUS0241
1563,"('LLC ""OO"" AVO-M ""', ('UralVagonZavod', 'RUS0241'))",32.0,"LLC ""OO"" AVO-M ""","('UralVagonZavod', 'RUS0241')",UralVagonZavod,RUS0241
1564,"('LLC ""OO"" AVO-M ""', ('Public Joint Stock Company ""United Shipbuilding Corporation""', 'RUS0242'))",9.0,"LLC ""OO"" AVO-M ""","('Public Joint Stock Company ""United Shipbuilding Corporation""', 'RUS0242')","Public Joint Stock Company ""United Shipbuilding Corporation""",RUS0242
1565,"('LLC ""OO"" AVO-M ""', ('PJSC United Shipbuilding Corporation', 'RUS0242'))",9.0,"LLC ""OO"" AVO-M ""","('PJSC United Shipbuilding Corporation', 'RUS0242')",PJSC United Shipbuilding Corporation,RUS0242
1566,"('LLC ""OO"" AVO-M ""', ('PJSC USC', 'RUS0242'))",0.0,"LLC ""OO"" AVO-M ""","('PJSC USC', 'RUS0242')",PJSC USC,RUS0242
1567,"('LLC ""OO"" AVO-M ""', ('USC', 'RUS0242'))",0.0,"LLC ""OO"" AVO-M ""","('USC', 'RUS0242')",USC,RUS0242
1568,"('LLC ""OO"" AVO-M ""', ('VTB Bank (Public Joint-Stock Company)', 'RUS0250'))",19.0,"LLC ""OO"" AVO-M ""","('VTB Bank (Public Joint-Stock Company)', 'RUS0250')",VTB Bank (Public Joint-Stock Company),RUS0250
1569,"('LLC ""OO"" AVO-M ""', ('VTB', 'RUS0250'))",25.0,"LLC ""OO"" AVO-M ""","('VTB', 'RUS0250')",VTB,RUS0250
1570,"('LLC ""OO"" AVO-M ""', ('VTB Bank (PJSC)', 'RUS0250'))",31.0,"LLC ""OO"" AVO-M ""","('VTB Bank (PJSC)', 'RUS0250')",VTB Bank (PJSC),RUS0250
1571,"('LLC ""OO"" AVO-M ""', ('VEB.RF', 'RUS0253'))",36.0,"LLC ""OO"" AVO-M ""","('VEB.RF', 'RUS0253')",VEB.RF,RUS0253
1572,"('LLC ""OO"" AVO-M ""', ('Vneshekonombank', 'RUS0253'))",13.33333333333333,"LLC ""OO"" AVO-M ""","('Vneshekonombank', 'RUS0253')",Vneshekonombank,RUS0253
1573,"('LLC ""OO"" AVO-M ""', ('Bank Otkritie Financial Corporation PJSC', 'RUS0254'))",21.0,"LLC ""OO"" AVO-M ""","('Bank Otkritie Financial Corporation PJSC', 'RUS0254')",Bank Otkritie Financial Corporation PJSC,RUS0254
1574,"('LLC ""OO"" AVO-M ""', ('Otkritie', 'RUS0254'))",15.0,"LLC ""OO"" AVO-M ""","('Otkritie', 'RUS0254')",Otkritie,RUS0254
1575,"('LLC ""OO"" AVO-M ""', ('PJSC SOVCOMBANK', 'RUS0255'))",19.999999999999996,"LLC ""OO"" AVO-M ""","('PJSC SOVCOMBANK', 'RUS0255')",PJSC SOVCOMBANK,RUS0255
1576,"('LLC ""OO"" AVO-M ""', ('Sovkombank', 'RUS0255'))",19.999999999999996,"LLC ""OO"" AVO-M ""","('Sovkombank', 'RUS0255')",Sovkombank,RUS0255
1577,"('LLC ""OO"" AVO-M ""', ('PJSC Sberbank (Public Joint-Stock Company Sberbank)', 'RUS0256'))",16.0,"LLC ""OO"" AVO-M ""","('PJSC Sberbank (Public Joint-Stock Company Sberbank)', 'RUS0256')",PJSC Sberbank (Public Joint-Stock Company Sberbank),RUS0256
1578,"('LLC ""OO"" AVO-M ""', ('PJSC Sberbank of Russia', 'RUS0256'))",26.0,"LLC ""OO"" AVO-M ""","('PJSC Sberbank of Russia', 'RUS0256')",PJSC Sberbank of Russia,RUS0256
1579,"('LLC ""OO"" AVO-M ""', ('Sberbank', 'RUS0256'))",15.0,"LLC ""OO"" AVO-M ""","('Sberbank', 'RUS0256')",Sberbank,RUS0256
1580,"('LLC ""OO"" AVO-M ""', ('Sberbank of Russia', 'RUS0256'))",26.0,"LLC ""OO"" AVO-M ""","('Sberbank of Russia', 'RUS0256')",Sberbank of Russia,RUS0256
1581,"('LLC ""OO"" AVO-M ""', ('JSC 558 Aircraft Repair Plant', 'RUS0261'))",13.0,"LLC ""OO"" AVO-M ""","('JSC 558 Aircraft Repair Plant', 'RUS0261')",JSC 558 Aircraft Repair Plant,RUS0261
1582,"('LLC ""OO"" AVO-M ""', ('558 ARP', 'RUS0261'))",17.0,"LLC ""OO"" AVO-M ""","('558 ARP', 'RUS0261')",558 ARP,RUS0261
1583,"('LLC ""OO"" AVO-M ""', ('Joint Stock Company 558 ARP', 'RUS0261'))",17.0,"LLC ""OO"" AVO-M ""","('Joint Stock Company 558 ARP', 'RUS0261')",Joint Stock Company 558 ARP,RUS0261
1584,"('LLC ""OO"" AVO-M ""', ('JSC 558 ARP', 'RUS0261'))",17.0,"LLC ""OO"" AVO-M ""","('JSC 558 ARP', 'RUS0261')",JSC 558 ARP,RUS0261
1585,"('LLC ""OO"" AVO-M ""', ('JSC Integral', 'RUS0262'))",15.0,"LLC ""OO"" AVO-M ""","('JSC Integral', 'RUS0262')",JSC Integral,RUS0262
1586,"('LLC ""OO"" AVO-M ""', ('Integral', 'RUS0262'))",15.0,"LLC ""OO"" AVO-M ""","('Integral', 'RUS0262')",Integral,RUS0262
1587,"('LLC ""OO"" AVO-M ""', ('Joint Stock Company Integral', 'RUS0262'))",15.0,"LLC ""OO"" AVO-M ""","('Joint Stock Company Integral', 'RUS0262')",Joint Stock Company Integral,RUS0262
1588,"('LLC ""OO"" AVO-M ""', ('PJSC Integral', 'RUS0262'))",15.0,"LLC ""OO"" AVO-M ""","('PJSC Integral', 'RUS0262')",PJSC Integral,RUS0262
1589,"('LLC ""OO"" AVO-M ""', ('Public Joint Stock Company Integral', 'RUS0262'))",15.0,"LLC ""OO"" AVO-M ""","('Public Joint Stock Company Integral', 'RUS0262')",Public Joint Stock Company Integral,RUS0262
1590,"('LLC ""OO"" AVO-M ""', ('Russian Direct Investment Fund', 'RUS0263'))",17.0,"LLC ""OO"" AVO-M ""","('Russian Direct Investment Fund', 'RUS0263')",Russian Direct Investment Fund,RUS0263
1591,"('LLC ""OO"" AVO-M ""', ('RDIF', 'RUS0263'))",0.0,"LLC ""OO"" AVO-M ""","('RDIF', 'RUS0263')",RDIF,RUS0263
1592,"('LLC ""OO"" AVO-M ""', ('Internet Research Agency', 'RUS0706'))",14.0,"LLC ""OO"" AVO-M ""","('Internet Research Agency', 'RUS0706')",Internet Research Agency,RUS0706
1593,"('LLC ""OO"" AVO-M ""', ('Gas Industry Insurance Company SOGAZ', 'RUS0771'))",15.0,"LLC ""OO"" AVO-M ""","('Gas Industry Insurance Company SOGAZ', 'RUS0771')",Gas Industry Insurance Company SOGAZ,RUS0771
1594,"('LLC ""OO"" AVO-M ""', ('GEOPOLITICA', 'RUS0817'))",12.0,"LLC ""OO"" AVO-M ""","('GEOPOLITICA', 'RUS0817')",GEOPOLITICA,RUS0817
1595,"('LLC ""OO"" AVO-M ""', ('NEW EASTERN OUTLOOK', 'RUS0818'))",18.0,"LLC ""OO"" AVO-M ""","('NEW EASTERN OUTLOOK', 'RUS0818')",NEW EASTERN OUTLOOK,RUS0818
1596,"('LLC ""OO"" AVO-M ""', ('ORIENTAL REVIEW', 'RUS0819'))",20.0,"LLC ""OO"" AVO-M ""","('ORIENTAL REVIEW', 'RUS0819')",ORIENTAL REVIEW,RUS0819
1597,"('LLC ""OO"" AVO-M ""', ('ROSNEFT AERO', 'RUS1040'))",35.0,"LLC ""OO"" AVO-M ""","('ROSNEFT AERO', 'RUS1040')",ROSNEFT AERO,RUS1040
1598,"('LLC ""OO"" AVO-M ""', ('JSC ZELENODOLSK SHIPYARD', 'RUS1041'))",17.0,"LLC ""OO"" AVO-M ""","('JSC ZELENODOLSK SHIPYARD', 'RUS1041')",JSC ZELENODOLSK SHIPYARD,RUS1041
1599,"('LLC ""OO"" AVO-M ""', ('Oboronnye Initsiativy', 'RUS1071'))",23.0,"LLC ""OO"" AVO-M ""","('Oboronnye Initsiativy', 'RUS1071')",Oboronnye Initsiativy,RUS1071
1600,"('LLC ""OO"" AVO-M ""', ('Gazprombank', 'RUS1072'))",38.0,"LLC ""OO"" AVO-M ""","('Gazprombank', 'RUS1072')",Gazprombank,RUS1072
1601,"('LLC ""OO"" AVO-M ""', ('Russian Agricultural Bank', 'RUS1073'))",13.0,"LLC ""OO"" AVO-M ""","('Russian Agricultural Bank', 'RUS1073')",Russian Agricultural Bank,RUS1073
1602,"('LLC ""OO"" AVO-M ""', ('Alfa-Bank JSC', 'RUS1074'))",29.0,"LLC ""OO"" AVO-M ""","('Alfa-Bank JSC', 'RUS1074')",Alfa-Bank JSC,RUS1074
1603,"('LLC ""OO"" AVO-M ""', ('Alrosa', 'RUS1075'))",36.0,"LLC ""OO"" AVO-M ""","('Alrosa', 'RUS1075')",Alrosa,RUS1075
1604,"('LLC ""OO"" AVO-M ""', ('EXIAR', 'RUS1076'))",20.0,"LLC ""OO"" AVO-M ""","('EXIAR', 'RUS1076')",EXIAR,RUS1076
1605,"('LLC ""OO"" AVO-M ""', ('JOINT STOCK COMPANY SALAVAT CHEMICAL PLANT', 'RUS1077'))",30.0,"LLC ""OO"" AVO-M ""","('JOINT STOCK COMPANY SALAVAT CHEMICAL PLANT', 'RUS1077')",JOINT STOCK COMPANY SALAVAT CHEMICAL PLANT,RUS1077
1606,"('LLC ""OO"" AVO-M ""', ('Kronshtadt', 'RUS1078'))",13.0,"LLC ""OO"" AVO-M ""","('Kronshtadt', 'RUS1078')",Kronshtadt,RUS1078
1607,"('LLC ""OO"" AVO-M ""', ('LIMITED LIABILITY COMPANY ATLANT S', 'RUS1079'))",31.0,"LLC ""OO"" AVO-M ""","('LIMITED LIABILITY COMPANY ATLANT S', 'RUS1079')",LIMITED LIABILITY COMPANY ATLANT S,RUS1079
1608,"('LLC ""OO"" AVO-M ""', ('LIMITED LIABILITY COMPANY INSPIRA INVEST A', 'RUS1080'))",29.0,"LLC ""OO"" AVO-M ""","('LIMITED LIABILITY COMPANY INSPIRA INVEST A', 'RUS1080')",LIMITED LIABILITY COMPANY INSPIRA INVEST A,RUS1080
1609,"('LLC ""OO"" AVO-M ""', ('MAKEYEV STATE MISSILE CENTER', 'RUS1081'))",24.0,"LLC ""OO"" AVO-M ""","('MAKEYEV STATE MISSILE CENTER', 'RUS1081')",MAKEYEV STATE MISSILE CENTER,RUS1081
1610,"('LLC ""OO"" AVO-M ""', ('RADIOAVTOMATIKA LLC', 'RUS1082'))",40.0,"LLC ""OO"" AVO-M ""","('RADIOAVTOMATIKA LLC', 'RUS1082')",RADIOAVTOMATIKA LLC,RUS1082
1611,"('LLC ""OO"" AVO-M ""', ('RusHydro', 'RUS1083'))",15.0,"LLC ""OO"" AVO-M ""","('RusHydro', 'RUS1083')",RusHydro,RUS1083
1612,"('LLC ""OO"" AVO-M ""', ('Russian Railways', 'RUS1084'))",19.0,"LLC ""OO"" AVO-M ""","('Russian Railways', 'RUS1084')",Russian Railways,RUS1084
1613,"('LLC ""OO"" AVO-M ""', ('Russian Venture Company', 'RUS1085'))",20.0,"LLC ""OO"" AVO-M ""","('Russian Venture Company', 'RUS1085')",Russian Venture Company,RUS1085
1614,"('LLC ""OO"" AVO-M ""', ('THE PLANAR COMPANY', 'RUS1086'))",27.0,"LLC ""OO"" AVO-M ""","('THE PLANAR COMPANY', 'RUS1086')",THE PLANAR COMPANY,RUS1086
1615,"('LLC ""OO"" AVO-M ""', ('Ural Bank for Reconstruction and Development', 'RUS1088'))",16.0,"LLC ""OO"" AVO-M ""","('Ural Bank for Reconstruction and Development', 'RUS1088')",Ural Bank for Reconstruction and Development,RUS1088
1616,"('LLC ""OO"" AVO-M ""', ('VSEROSSISKIY INSTITUT AVIATSIONNYKH MATERIALOV', 'RUS1089'))",20.0,"LLC ""OO"" AVO-M ""","('VSEROSSISKIY INSTITUT AVIATSIONNYKH MATERIALOV', 'RUS1089')",VSEROSSISKIY INSTITUT AVIATSIONNYKH MATERIALOV,RUS1089
1617,"('LLC ""OO"" AVO-M ""', ('Wagner', 'RUS1090'))",18.0,"LLC ""OO"" AVO-M ""","('Wagner', 'RUS1090')",Wagner,RUS1090
1618,"('LLC ""OO"" AVO-M ""', ('JOINT STOCK COMPANY FEDERAL SCIENTIFIC AND PRODUCTION CENTER TITAN BARRIKADY', 'RUS1091'))",10.0,"LLC ""OO"" AVO-M ""","('JOINT STOCK COMPANY FEDERAL SCIENTIFIC AND PRODUCTION CENTER TITAN BARRIKADY', 'RUS1091')",JOINT STOCK COMPANY FEDERAL SCIENTIFIC AND PRODUCTION CENTER TITAN BARRIKADY,RUS1091
1619,"('LLC ""OO"" AVO-M ""', ('Belspetsvneshtechnika', 'RUS1092'))",8.0,"LLC ""OO"" AVO-M ""","('Belspetsvneshtechnika', 'RUS1092')",Belspetsvneshtechnika,RUS1092
1620,"('LLC ""OO"" AVO-M ""', ('BSVT', 'RUS1092'))",22.0,"LLC ""OO"" AVO-M ""","('BSVT', 'RUS1092')",BSVT,RUS1092
1621,"('LLC ""OO"" AVO-M ""', ('Minsk Wheel Tractor Plant', 'RUS1093'))",20.0,"LLC ""OO"" AVO-M ""","('Minsk Wheel Tractor Plant', 'RUS1093')",Minsk Wheel Tractor Plant,RUS1093
1622,"('LLC ""OO"" AVO-M ""', ('MZKT', 'RUS1093'))",22.0,"LLC ""OO"" AVO-M ""","('MZKT', 'RUS1093')",MZKT,RUS1093
1623,"('LLC ""OO"" AVO-M ""', ('State Authority For Military Industry Of The Republic Of Belarus', 'RUS1094'))",12.0,"LLC ""OO"" AVO-M ""","('State Authority For Military Industry Of The Republic Of Belarus', 'RUS1094')",State Authority For Military Industry Of The Republic Of Belarus,RUS1094
1624,"('LLC ""OO"" AVO-M ""', ('SAMI', 'RUS1094'))",44.0,"LLC ""OO"" AVO-M ""","('SAMI', 'RUS1094')",SAMI,RUS1094
1625,"('LLC ""OO"" AVO-M ""', ('OKB TSP Scientific Production Limited Liability Company', 'RUS1095'))",12.0,"LLC ""OO"" AVO-M ""","('OKB TSP Scientific Production Limited Liability Company', 'RUS1095')",OKB TSP Scientific Production Limited Liability Company,RUS1095
1626,"('LLC ""OO"" AVO-M ""', ('OKB TSP', 'RUS1095'))",33.0,"LLC ""OO"" AVO-M ""","('OKB TSP', 'RUS1095')",OKB TSP,RUS1095
1627,"('LLC ""OO"" AVO-M ""', ('SMP Bank', 'RUS1096'))",46.0,"LLC ""OO"" AVO-M ""","('SMP Bank', 'RUS1096')",SMP Bank,RUS1096
1628,"('LLC ""OO"" AVO-M ""', ('Sovcomflot', 'RUS1097'))",40.0,"LLC ""OO"" AVO-M ""","('Sovcomflot', 'RUS1097')",Sovcomflot,RUS1097
1629,"('LLC ""OO"" AVO-M ""', ('AL-SHABAAB', 'SOM0001'))",27.0,"LLC ""OO"" AVO-M ""","('AL-SHABAAB', 'SOM0001')",AL-SHABAAB,SOM0001
1630,"('LLC ""OO"" AVO-M ""', ('AL-SHABAAB AL-ISLAAM', 'SOM0001'))",24.0,"LLC ""OO"" AVO-M ""","('AL-SHABAAB AL-ISLAAM', 'SOM0001')",AL-SHABAAB AL-ISLAAM,SOM0001
1631,"('LLC ""OO"" AVO-M ""', ('AL-SHABAAB AL-ISLAMIYA', 'SOM0001'))",22.0,"LLC ""OO"" AVO-M ""","('AL-SHABAAB AL-ISLAMIYA', 'SOM0001')",AL-SHABAAB AL-ISLAMIYA,SOM0001
1632,"('LLC ""OO"" AVO-M ""', ('AL-SHABAAB AL-JIHAAD', 'SOM0001'))",16.0,"LLC ""OO"" AVO-M ""","('AL-SHABAAB AL-JIHAAD', 'SOM0001')",AL-SHABAAB AL-JIHAAD,SOM0001
1633,"('LLC ""OO"" AVO-M ""', ('HARAKAT AL-SHABAAB AL - MUJAAHIDIIN', 'SOM0001'))",16.0,"LLC ""OO"" AVO-M ""","('HARAKAT AL-SHABAAB AL - MUJAAHIDIIN', 'SOM0001')",HARAKAT AL-SHABAAB AL - MUJAAHIDIIN,SOM0001
1634,"('LLC ""OO"" AVO-M ""', ('HARAKAT SHABAB AL-MUJAHIDIN', 'SOM0001'))",19.0,"LLC ""OO"" AVO-M ""","('HARAKAT SHABAB AL-MUJAHIDIN', 'SOM0001')",HARAKAT SHABAB AL-MUJAHIDIN,SOM0001
1635,"('LLC ""OO"" AVO-M ""', ('HARAKATUL SHABAAB AL MUJAAHIDIIN', 'SOM0001'))",16.0,"LLC ""OO"" AVO-M ""","('HARAKATUL SHABAAB AL MUJAAHIDIIN', 'SOM0001')",HARAKATUL SHABAAB AL MUJAAHIDIIN,SOM0001
1636,"('LLC ""OO"" AVO-M ""', (""HISB'UL SHABAAB"", 'SOM0001'))",20.0,"LLC ""OO"" AVO-M ""","(""HISB'UL SHABAAB"", 'SOM0001')",HISB'UL SHABAAB,SOM0001
1637,"('LLC ""OO"" AVO-M ""', ('HIZBUL SHABAAB', 'SOM0001'))",11.0,"LLC ""OO"" AVO-M ""","('HIZBUL SHABAAB', 'SOM0001')",HIZBUL SHABAAB,SOM0001
1638,"('LLC ""OO"" AVO-M ""', ('MUJAAHIDIIN YOUTH MOVEMENT', 'SOM0001'))",26.0,"LLC ""OO"" AVO-M ""","('MUJAAHIDIIN YOUTH MOVEMENT', 'SOM0001')",MUJAAHIDIIN YOUTH MOVEMENT,SOM0001
1639,"('LLC ""OO"" AVO-M ""', ('MUJAHIDEEN YOUTH MOVEMENT (MYM)', 'SOM0001'))",24.0,"LLC ""OO"" AVO-M ""","('MUJAHIDEEN YOUTH MOVEMENT (MYM)', 'SOM0001')",MUJAHIDEEN YOUTH MOVEMENT (MYM),SOM0001
1640,"('LLC ""OO"" AVO-M ""', ('MUJAHIDIN AL-SHABAAB MOVEMENT', 'SOM0001'))",18.0,"LLC ""OO"" AVO-M ""","('MUJAHIDIN AL-SHABAAB MOVEMENT', 'SOM0001')",MUJAHIDIN AL-SHABAAB MOVEMENT,SOM0001
1641,"('LLC ""OO"" AVO-M ""', ('MUJAHIDIN YOUTH MOVEMENT', 'SOM0001'))",28.0,"LLC ""OO"" AVO-M ""","('MUJAHIDIN YOUTH MOVEMENT', 'SOM0001')",MUJAHIDIN YOUTH MOVEMENT,SOM0001
1642,"('LLC ""OO"" AVO-M ""', ('MYM', 'SOM0001'))",25.0,"LLC ""OO"" AVO-M ""","('MYM', 'SOM0001')",MYM,SOM0001
1643,"('LLC ""OO"" AVO-M ""', ('SHABAAB', 'SOM0001'))",17.0,"LLC ""OO"" AVO-M ""","('SHABAAB', 'SOM0001')",SHABAAB,SOM0001
1644,"('LLC ""OO"" AVO-M ""', ('THE UNITY OF ISLAMIC YOUTH', 'SOM0001'))",19.0,"LLC ""OO"" AVO-M ""","('THE UNITY OF ISLAMIC YOUTH', 'SOM0001')",THE UNITY OF ISLAMIC YOUTH,SOM0001
1645,"('LLC ""OO"" AVO-M ""', ('THE YOUTH', 'SOM0001'))",14.0,"LLC ""OO"" AVO-M ""","('THE YOUTH', 'SOM0001')",THE YOUTH,SOM0001
1646,"('LLC ""OO"" AVO-M ""', ('YOUTH WING', 'SOM0001'))",27.0,"LLC ""OO"" AVO-M ""","('YOUTH WING', 'SOM0001')",YOUTH WING,SOM0001
